Year,PM2.5,PM10,NO2,CO,SO2,O3,Benzene,Temp,AQI,Decision,,,
2019,74.8,202.75,34.62,1.45,23.61,57.99,4.85,39.05,191,Moderate,,,
2019,85.21,246.05,69.58,1.75,21.99,49.58,7.68,40.01,226,Poor,,,
2019,88.57,337.77,44.18,1.47,19.82,58.49,4.7,40.87,266,Poor,,,
2019,95.4,298.35,45.28,1.56,21.54,64.56,5.58,41.9,300,Poor,,,
2019,73.36,219.79,10.15,1.07,14.15,60.84,2.43,41.8,222,Poor,,,
2019,66.94,300.7,11.7,1.03,12.64,60.03,1.79,41.55,232,Poor,,,
2019,54.95,171.58,14.93,1.14,13.67,65.82,2.18,41.1,212,Poor,,,
2019,73.35,208.72,14.43,1.29,15.82,59.78,3.15,42.45,190,Moderate,,,
2019,70.61,236.45,20.85,1.13,16.15,61.04,2.8,42.19,209,Poor,,,
2019,54.81,152.39,14.19,1.11,14.44,74.12,2.27,39.72,192,Moderate,,,
2019,69.75,187.62,23.42,1.47,13.47,63.64,2.96,40.67,184,Moderate,,,
2019,101.05,265.12,57.24,1.86,21.74,69.14,5.72,41.13,237,Poor,,,
2019,74.48,233.49,47.15,1.63,15.19,55.95,4.37,41.4,230,Poor,,,
2019,118.38,487.77,44.64,1.41,13.52,39.96,3.41,41.77,315,Very Poor,,,
2019,59.86,240.88,16.55,0.92,11.57,62.12,1.98,42.54,280,Poor,,,
2019,52.66,189.69,13.33,1.03,11.79,52.93,1.96,40.99,189,Moderate,,,
2019,53.79,188.21,18.67,1.07,12.89,59.31,2.32,40.15,167,Moderate,,,
2019,81.86,274.68,26.39,1.18,17.56,57.41,3.71,39.98,217,Poor,,,
2019,42.06,160.96,11.58,0.8,9.54,46.81,1.08,38.72,205,Poor,,,
2019,40.18,137.08,13.34,0.89,11.07,40.56,1.75,36.82,126,Moderate,,,
2019,30.39,84.53,15.97,1.03,8,48.99,1.92,35.31,119,Moderate,,,
2019,79.96,223.08,17.37,1.12,12.69,61.02,2.98,37.22,173,Moderate,,,
2019,42.76,130.88,10.57,0.92,9.7,68.57,1.76,37.48,175,Moderate,,,
2019,71.15,188.16,13.56,1.22,12.23,59.68,3.07,39.13,178,Moderate,,,
2019,68.27,177.16,12.77,1.11,14.97,69.18,3,39.74,185,Moderate,,,
2019,42.06,126.12,6.64,0.95,10.11,57.33,1.55,40.3,153,Moderate,,,
2019,26.29,85.68,9.51,0.92,10.74,37.78,1.48,39.45,118,Moderate,,,
2019,53.65,119.98,11.18,1.07,11.91,54.02,2.67,39.72,131,Moderate,,,
2019,67.36,155.9,15.67,1.16,12.87,46.26,2.75,40.65,161,Moderate,,,
2019,65.3,230.98,17.87,1.16,13.46,46.84,2.8,39.94,169,Moderate,,,
2019,61.21,239.15,19.71,1.02,14.43,38.39,2.99,40.55,207,Poor,,,
2019,58.08,271.27,16.84,0.93,11.99,37.99,2.43,41.01,223,Poor,,,
2019,65.24,270.03,22.46,1.04,12.82,44.4,2.7,41.55,234,Poor,,,
2019,57.27,189.32,10.44,0.94,12.22,58,1.96,42.23,195,Moderate,,,
2019,71.68,233.25,7.78,0.99,12.02,64.82,2.08,41.12,202,Poor,,,
2019,39.99,113.92,7.3,0.99,9.75,42.31,1.69,40.9,162,Moderate,,,
2019,36.82,87.8,12.82,1.11,9.75,28.2,2.25,40.61,111,Moderate,,,
2019,48.6,99.98,18.04,1.2,11.05,22.68,2.88,35.93,113,Moderate,,,
2019,34.25,87.5,12.04,1,10.18,33.71,1.93,37.12,99,Satisfactory,,,
2019,38.81,91.79,11.02,1.08,10.67,38.66,1.97,35.97,101,Moderate,,,
2019,49.12,148.79,12.56,1.15,10.64,35.11,2.22,37.67,129,Moderate,,,
2019,42.56,128.6,11.93,1.11,9.52,25.75,1.94,34.46,131,Moderate,,,
2019,69.21,278.71,13.97,1.04,10.41,28.65,2.24,36.26,150,Moderate,,,
2019,76.99,352.26,15,0.97,9.64,29.84,2.04,36.66,300,Poor,,,
2019,76.35,363.7,14,1.05,8.96,28.38,1.98,36.51,294,Poor,,,
2019,63.18,294.27,11.09,0.97,9.11,30.81,1.92,36.69,312,Very Poor,,,
2019,63.16,280.99,11.36,0.95,9.85,32.77,1.59,37.07,243,Poor,,,
2019,42.04,137.67,11.57,1.09,10.39,27.23,1.97,34.11,180,Moderate,,,
2019,31.51,79.22,8.59,1.05,9.64,30.05,1.99,32.54,117,Moderate,,,
2019,32.06,67.73,11.08,1.03,8.91,31.48,2.24,31.97,92,Satisfactory,,,
2019,32.92,78.08,19.36,1.24,8.86,30.75,2.37,31.77,98,Satisfactory,,,
2019,63.02,158.3,29.13,1.41,9.95,49.9,3.38,34.68,142,Moderate,,,
2019,46.43,117.84,14.59,1.15,8.6,29.1,2.39,34.85,137,Moderate,,,
2019,50.57,105.55,23.14,1.39,8.83,32.04,2.6,33.23,123,Moderate,,,
2019,60.38,119.66,31.57,1.55,8.95,34.79,2.91,34.64,124,Moderate,,,
2019,73.08,153.96,26.12,1.61,9.05,40.16,2.82,34.95,156,Moderate,,,
2019,63.26,156.93,22.05,1.41,8.83,33.1,2.36,35.35,165,Moderate,,,
2019,22.79,63.51,16.78,0.94,8.76,22.78,1.69,30.35,98,Satisfactory,,,
2019,30.63,61.26,13.26,0.99,8.92,27.72,2.1,30.62,94,Satisfactory,,,
2019,26.16,45.04,11.98,1,8.67,29.54,2,30.08,85,Good,,,
2019,21.13,46.35,9.12,0.89,8.43,30.62,1.3,30.73,83,Good,,,
2019,24.45,64.17,10.8,0.92,8.97,29.78,1.52,32.27,82,Good,,,
2019,30.1,82.81,10.37,0.97,9.36,27.42,2.01,32.98,90,Good,,,
2019,30.22,76.67,10.23,0.93,8.78,31.25,1.65,32.26,90,Good,,,
2019,34.26,85.89,10.07,0.94,8.79,32.51,1.88,33.23,98,Satisfactory,,,
2019,35.06,83.66,11.86,1.03,8.45,29.29,2.14,31.94,95,Satisfactory,,,
2019,38.54,80.35,16.87,1.07,9.43,27.74,2.58,29.87,104,Moderate,,,
2019,46.69,88.15,17.79,1.13,9.96,27.25,2.13,29.48,101,Moderate,,,
2019,52.2,104.96,20.62,1.24,9.37,28.66,2.18,32.49,108,Moderate,,,
2019,30.04,57.31,19.57,1.14,8.26,22.91,2.53,32.34,99,Satisfactory,,,
2019,32.63,72.98,22.98,1.22,9.81,29.87,3.07,29.74,104,Moderate,,,
2019,27.69,80.22,15.06,1.01,10.61,30.92,2.27,31.27,99,Satisfactory,,,
2019,14.59,61.47,9.54,0.86,9.3,26.17,1.6,30.67,89,Satisfactory,,,
2019,16.73,47.75,9.02,0.87,8.47,25.43,1.12,30.15,75,Satisfactory,,,
2019,25.53,67.15,11.45,0.96,8.65,26.21,1.11,32.34,83,Satisfactory,,,
2019,20.53,51.91,13.19,1.02,8.14,21.46,1.56,32.65,80,Satisfactory,,,
2019,21.68,56.18,17.85,1.1,8.37,20.73,1.76,32.85,85,Satisfactory,,,
2019,33.21,58.36,16.96,1.19,8.5,31.43,1.94,31.09,93,Good,,,
2019,28.78,56.28,18.56,1.04,8.51,23.58,1.5,29.29,93,Good,,,
2019,15.52,37.1,13.71,0.87,8.61,23.59,1.08,28.99,73,Good,,,
2019,10.24,19.51,14.08,0.81,7.67,16.51,1.12,27.94,67,Good,,,
2019,15.51,30.45,17.56,0.98,8.57,18.03,1.44,28.13,66,Good,,,
2019,38.55,86.13,26.99,1.31,8.6,28.06,2.77,29.45,99,Good,,,
2019,41.74,95.71,19.92,1.23,8.12,28.41,2.44,29.41,103,Moderate,,,
2019,46.69,129.46,15.16,1.14,7.81,31.18,2.37,30.4,107,Moderate,,,
2019,44.16,130.49,23.36,1.21,8.41,25.95,3.1,30.34,125,Moderate,,,
2019,50.49,142.76,37.04,1.3,8.36,28.57,3.26,31.09,130,Moderate,,,
2019,60.71,149.82,41.65,1.47,8.78,28.17,3.71,32.07,149,Moderate,,,
2019,33.49,67.82,11.09,0.93,8.23,24.22,1.99,28.75,107,Moderate,,,
2019,25.06,68.59,15.89,0.99,8.55,24.07,2.24,29.06,77,Satisfactory,,,
2019,40.68,107.99,21.99,1.17,10.01,36.98,2.84,31.4,114,Moderate,,,
2019,42.04,103.01,19.01,1.07,9.64,34.34,2.54,31.84,119,Moderate,,,
2019,33.92,90.29,11.52,0.93,8.24,30.97,1.88,32.08,103,Moderate,,,
2019,43.5,105.68,12.89,1.02,9.33,39.25,1.93,31.05,110,Moderate,,,
2019,57.16,123.23,18.34,1.41,9.14,33.71,2.72,32.12,123,Moderate,,,
2019,35.13,81.44,12.03,1.11,8.41,31.24,2.01,30.91,123,Moderate,,,
2019,46.15,101.79,10.33,1.07,8.81,39.18,1.96,30.87,105,Moderate,,,
2019,70.64,143.56,13.02,1.21,8.95,32.5,2.4,32.8,131,Moderate,,,
2019,73.33,150.39,10.62,1.22,9.03,36.13,2.38,31.75,165,Moderate,,,
2019,33.9,90.44,9.99,0.97,9.25,28.87,1.75,32.05,118,Moderate,,,
2019,35.81,89.47,12.15,0.99,10.9,27.22,2.13,30.77,96,Satisfactory,,,
2019,34.98,83.26,14.46,1,8.17,24.58,1.84,29.93,95,Satisfactory,,,
2019,32.83,77.01,10.61,0.9,8.72,32.4,1.55,30.17,99,Satisfactory,,,
2019,56.31,126.43,13.78,1,8.45,30.84,1.88,31.02,107,Moderate,,,
2019,64.48,144.47,16.24,1.07,9.49,40.53,2.34,31.25,139,Moderate,,,
2019,79.6,174.33,15.86,1.15,9.54,48.95,2.5,31.39,166,Moderate,,,
2019,57.83,132.61,9.71,0.99,8.91,32.08,1.85,31.94,158,Moderate,,,
2019,33.59,83.22,9.52,0.88,8.16,27.33,1.5,32,103,Moderate,,,
2019,26.65,69.36,7.91,0.77,8.48,28.64,1.48,31.98,85,Satisfactory,,,
2019,35.52,72.61,10.34,0.91,8.55,28.58,1.42,32.04,83,Satisfactory,,,
2019,56.6,129.47,19.02,1.13,8.35,35.4,2.25,31.8,111,Moderate,,,
2019,59.14,135.84,14.08,1.12,8.64,41.22,2.62,31.98,143,Moderate,,,
2019,35.41,97.32,7.76,0.86,9.46,37.19,1.86,31.99,117,Moderate,,,
2019,21.74,62.19,7.22,0.78,9.29,27.34,1.57,30.09,80,Satisfactory,,,
2019,40.33,106.47,13.55,0.95,10.81,29.76,2.22,30.44,96,Satisfactory,,,
2019,39.23,96.29,17.26,0.99,9.63,28.51,2.08,30.67,112,Moderate,,,
2019,26.51,65.65,17.88,0.91,9.32,21.15,1.89,29.03,86,Satisfactory,,,
2019,34.46,83.33,11.33,0.93,9.9,30.49,2.01,29.07,89,Satisfactory,,,
2019,35.88,96.22,16.67,0.98,9.19,28.92,2.55,29.04,103,Moderate,,,
2019,30.52,86.31,11.53,0.9,8.94,28.53,1.89,28.87,100,Satisfactory,,,
2019,22.9,69.49,12.62,0.83,10.43,24.16,1.93,27.38,87,Satisfactory,,,
2019,15.66,56.71,9.94,0.78,10.3,23.54,2.09,28.23,78,Satisfactory,,,
2019,22.52,66.98,11.93,0.77,10.01,22.22,2.84,27.9,78,Satisfactory,,,
2019,16.91,51.03,8.13,0.74,8.85,22.84,1.83,27.83,68,Good,,,
2019,29.42,81.97,12.1,0.92,8.22,26.67,2.46,28.2,75,Satisfactory,,,
2019,33.92,92.41,12.82,0.96,8.5,26.15,2.56,29.04,98,Satisfactory,,,
2019,40.16,96.13,17.97,1.05,8.95,34.94,2.83,29.2,105,Moderate,,,
2019,57.99,143.97,30.13,1.25,10.42,44.29,4.03,27.02,140,Moderate,,,
2019,43.07,94.9,17.87,0.99,8.34,32.54,2.99,26.48,113,Moderate,,,
2019,39.48,108.22,20.52,1.03,8.08,32.66,2.5,26.36,108,Moderate,,,
2019,58.75,140.15,18.29,0.99,8.62,40.18,2.82,26.15,127,Moderate,,,
2019,55.88,137.81,13.36,0.91,8.25,36.23,2.35,26.69,133,Moderate,,,
2019,44.85,116.56,17.58,0.85,8.91,38.81,2.29,26.03,123,Moderate,,,
2019,77.02,182.89,40.81,1.37,11.9,51.37,4.1,26.34,165,Moderate,,,
2019,100.82,215.18,34.75,1.34,13.83,53.51,4.49,26.26,208,Poor,,,
2019,98.07,203.36,35.13,1.37,11.02,47.07,4.4,25.87,243,Poor,,,
2019,103.45,209.42,35.55,1.44,11.26,44.45,4.65,26.3,235,Poor,,,
2019,132.57,255.42,43.72,1.65,12.75,44.55,5.05,26.65,282,Poor,,,
2019,116.33,239.47,52.78,1.73,11.46,43.59,4.68,26.88,285,Poor,,,
2019,133.35,285.26,67.74,2.18,13.31,53.79,6.4,26.59,291,Poor,,,
2019,146.37,279.78,39,1.77,13.22,55.69,5.51,26.21,320,Very Poor,,,
2019,121.68,245.2,18.94,1.44,14.95,49.68,4.58,26.73,300,Poor,,,
2019,90.41,203.39,13.39,1.14,11.36,42.7,3.47,27.07,265,Poor,,,
2019,76.77,174.84,31.61,1.18,11.33,43.23,4.23,26.48,170,Moderate,,,
2019,98.05,203.14,35,1.26,10.64,33.47,4.13,24.64,242,Poor,,,
2019,115.16,235,34.79,1.3,11.11,36.8,4.36,23.69,254,Poor,,,
2019,93.51,213.26,34.86,1.37,11.7,39.48,3.82,23.12,243,Poor,,,
2019,122.12,268.58,56.07,1.79,14.08,44.15,4.7,23.31,248,Poor,,,
2019,173.56,346.51,84.08,2.46,18.87,57.94,7.01,23.4,335,Very Poor,,,
2019,129.9,270.87,42.42,1.72,15.17,52.25,5.07,23.46,331,Very Poor,,,
2019,148.73,290.6,61.19,1.92,12.76,50.59,5.34,23.74,315,Very Poor,,,
2019,198.81,321.68,46.63,1.77,13.21,47.27,4.92,23.23,354,Very Poor,,,
2019,301.39,420.35,35.11,1.77,18.03,42.79,4.62,23.56,417,Severe,,,
2019,287.56,440.77,58.36,2.43,12.71,33.2,5.79,23.5,419,Severe,,,
2019,279.32,454.35,87.7,2.67,13.81,34.86,6.53,23.25,452,Severe,,,
2019,314.32,500.04,99.58,2.92,15.86,38.29,7.27,23.53,460,Severe,,,
2019,388.45,584.15,62.6,2.59,16.32,49.77,7.11,24.08,591,Severe,,,
2019,320.26,467.74,34.23,1.93,12.88,35,5.6,24.44,473,Severe,,,
2019,582.28,706.58,28.98,2.39,10.2,33.91,6.21,23.46,659,Severe,,,
2019,272.3,386.16,29.75,1.47,11.68,36.82,4.37,23.33,532,Severe,,,
2019,190.41,296.98,32.28,1.43,13.17,39.23,3.75,22.4,385,Very Poor,,,
2019,101.09,207.19,57.56,1.52,11.58,29.77,3.94,23.3,265,Poor,,,
2019,182.47,292.56,29.02,1.58,11.95,23.72,5.25,21.66,296,Poor,,,
2019,154.14,253.44,51.48,1.68,14.04,32.33,5.58,22.84,346,Very Poor,,,
2019,140.8,230.5,35.56,1.34,11.58,30.42,4.13,22.44,321,Very Poor,,,
2019,192.35,296.44,30.88,1.44,13.95,38.5,3.79,21.3,339,Very Poor,,,
2019,252.48,380.54,45.96,1.79,15.18,42.35,4.56,20.14,376,Very Poor,,,
2019,384.34,529.59,51.47,2.25,14.41,48.8,5.85,20.37,475,Severe,,,
2019,383.36,541.19,62.74,2.5,15.12,39.52,7.08,20.71,532,Severe,,,
2019,371.42,545.66,77.46,2.92,16.26,26.54,8.2,20.95,537,Severe,,,
2019,423.52,576.12,44.06,2.35,14.14,37.71,7.47,20.4,595,Severe,,,
2019,174.03,293,23.38,1.34,12.89,31.94,4.3,21.01,438,Severe,,,
2019,96.34,165.5,14.48,0.92,10.78,27.01,2.4,20.96,273,Poor,,,
2019,108.4,181.67,29.18,1.26,10.55,30.33,3.03,19.53,245,Poor,,,
2019,126.92,218.13,52.44,1.6,12.05,31.56,4.31,19.19,251,Poor,,,
2019,175.19,295.47,79.63,2.21,14.74,38.99,5.65,19.33,315,Very Poor,,,
2019,217.7,363.77,104.83,3,19.85,48.43,8.84,19.64,375,Very Poor,,,
2019,201.17,332.6,83.99,2.4,16.02,41.54,7.04,20.28,377,Very Poor,,,
2019,130.41,224.14,33.69,1.3,11.64,25.58,4.46,21.08,334,Very Poor,,,
2019,107.86,178.21,19.82,1.01,11.35,29.6,2.98,21.58,264,Poor,,,
2019,122.37,213.67,44.39,1.45,13.59,31.86,4.16,22.08,269,Poor,,,
2019,114.27,225.78,49.17,1.41,17.65,39.21,5.2,22.04,284,Poor,,,
2019,65.7,128.1,19.37,0.89,10.71,30.2,2.89,20.39,166,Moderate,,,
2019,31.03,58.6,10.57,0.65,8.99,28.72,1.88,20.43,106,Moderate,,,
2019,53.79,100.29,29.65,1.03,10.14,24.66,3.15,19.34,89,Satisfactory,,,
2019,96.96,159.36,34.59,1.21,9.87,23.38,4.1,16.58,175,Moderate,,,
2019,123.66,192.47,38.19,1.17,11.39,32.28,3.57,15.2,257,Poor,,,
2019,141.12,229.08,50.45,1.49,11.18,32.54,4.35,14.3,299,Poor,,,
2019,140.07,241.56,53.47,1.49,11.37,32.57,4.31,14.1,302,Very Poor,,,
2019,163.24,277.92,77.61,1.95,13.48,33.48,4.93,14.13,313,Very Poor,,,
2019,271.99,416.79,115.56,2.95,14.48,42.41,7.93,13.14,389,Very Poor,,,
2019,241.69,362.1,73.76,2.03,13.41,32.34,7.86,14.08,423,Severe,,,
2019,233.79,348.44,79.28,2.32,15.4,33.69,6.96,14.89,382,Very Poor,,,
2019,239.98,355.16,109.28,2.88,13.69,32.51,8.02,15.31,404,Severe,,,
2019,200.33,311.58,87.59,2.32,12.34,29.47,6.5,14.84,371,Very Poor,,,
2019,236.4,363.3,85.62,2.41,12.49,38.14,6.87,14.48,377,Very Poor,,,
2019,299.85,452.65,106.35,3.2,14.71,41.46,8,14.67,430,Severe,,,
2019,284.18,412.59,46.67,2.01,12.61,44.13,6.29,15.25,471,Severe,,,
2019,94.62,124.26,13.29,1.14,7.9,29.14,2.73,14.69,322,Very Poor,,,
2019,78.59,128.36,26.2,1.18,9.04,22.94,3.38,12.63,179,Moderate,,,
2019,94.67,151.57,26.19,1.15,8.5,22.96,3.22,12.58,205,Poor,,,
2019,88.05,133.11,21.68,1.04,7.17,22.1,2.4,10.85,202,Poor,,,
2019,93.07,140.23,27.2,1.07,7.26,24.27,2.52,10.37,178,Moderate,,,
2019,144,214.88,29.59,1.24,7.98,32.08,3.47,9.45,273,Poor,,,
2019,261.16,385.13,51.02,1.92,9.64,28.22,6.1,10.49,354,Very Poor,,,
2019,316.09,449.06,40.57,2.16,9.92,29.05,6.86,13.63,452,Severe,,,
2019,249.87,353.94,37.13,1.71,8.52,23.62,5.96,14.4,441,Severe,,,
2019,146.81,202.05,19.33,1.13,6.67,21.48,3.77,11.65,351,Very Poor,,,
2019,171.47,240.19,26.86,1.28,7,23.8,3.98,10.55,321,Very Poor,,,
2019,262.69,401.03,38.02,1.76,8.7,28.17,5.75,9.73,376,Very Poor,,,
2019,166.71,258.28,22.4,1.2,6.96,21.13,3.85,9.12,384,Very Poor,,,
2019,196.97,299.85,19.25,1.17,6.99,25.73,3.69,8.65,340,Very Poor,,,
2019,240.07,371.45,28.66,1.39,7.88,27.55,4.62,7.12,372,Very Poor,,,
2019,275.6,426.12,60.13,1.96,10.26,27.92,6.7,6.37,425,Severe,,,
2019,326.79,500.15,32.73,1.86,10.25,35.11,6.28,6.65,455,Severe,,,
2019,333.43,486.35,54.97,2.24,11.15,26.44,8,7.47,506,Severe,,,
2019,245.53,338.18,44.49,1.8,11.03,28.07,4.81,6.08,417,Severe,,,
2020,372.14,483.87,109.53,3.15,18.49,39.58,8.5,8.65,492,Severe,,,
2020,327.04,439.31,120.76,3.32,19.95,36.5,9.36,10.75,485,Severe,,,
2020,228.9,337.04,111.09,2.8,14.93,27.82,6.96,13.4,426,Severe,,,
2020,220.6,327.22,86.58,2.2,12.85,29.94,6.81,12.6,366,Very Poor,,,
2020,170.21,257.94,29.99,1.23,9.59,30.21,3.7,12.16,354,Very Poor,,,
2020,159.64,247.47,35.49,1.27,11.34,21.99,3.52,13.45,335,Very Poor,,,
2020,120.31,176.22,24.08,1.18,12.74,22.82,3.64,14.48,285,Poor,,,
2020,117.98,145.85,26.65,1.13,8.67,17.63,3.49,13.06,281,Poor,,,
2020,89.26,132.06,14.71,0.89,7.28,22,2.43,9.23,231,Poor,,,
2020,130.82,203.54,27.73,1.3,9.44,27.25,3.8,8.59,255,Poor,,,
2020,151.1,245.62,43.83,1.54,11.65,30.98,4.33,9.25,309,Very Poor,,,
2020,207.23,325.36,90.44,2.26,12.35,32.47,5.53,11.34,352,Very Poor,,,
2020,218.98,329.77,61.38,2.11,11.59,27.98,5.74,13.81,381,Very Poor,,,
2020,115.62,163.67,21.19,1.16,9.24,21.62,3.31,12.57,314,Very Poor,,,
2020,111.57,179.08,29.61,1.17,10.68,26.19,3.72,12.67,241,Poor,,,
2020,139.06,197.9,28.99,1.11,10.44,18.63,4.05,12.05,286,Poor,,,
2020,107.65,152.98,31.58,1.14,9.69,18.97,3.71,12.77,287,Poor,,,
2020,125.3,198.24,39.64,1.32,9.65,19.93,4.79,12.66,262,Poor,,,
2020,125.04,187.93,18.6,0.96,8.69,25.86,2.95,10.65,290,Poor,,,
2020,142.18,225.67,30.68,1.39,9.65,24.64,3.9,10.69,282,Poor,,,
2020,222.81,348.45,63.49,1.93,12.24,27.6,6.32,12.33,359,Very Poor,,,
2020,198.88,296.98,66,1.9,10.95,24.63,7,11.83,378,Very Poor,,,
2020,74.45,137.61,15.4,0.79,8.71,27.73,2.52,10.94,273,Poor,,,
2020,79.83,151.81,23.68,0.99,10.73,30.53,2.66,11.1,155,Moderate,,,
2020,136.72,240.57,58.83,1.48,12.36,26.8,4.62,11.77,251,Poor,,,
2020,201.2,309.09,74.63,2.09,12.81,32.7,5.87,13.94,349,Very Poor,,,
2020,209.97,330.91,89.41,2.19,14.72,26.6,5.97,14.6,365,Very Poor,,,
2020,104.45,149.12,17.85,1.26,11.12,23.29,3.2,14.57,302,Very Poor,,,
2020,77.95,134.17,30.9,1.24,9.85,23.96,3.1,13.12,218,Poor,,,
2020,91.56,168.43,30.79,1.08,10.06,24.23,3.49,11.71,195,Moderate,,,
2020,92.04,170.33,31.8,1.1,9.9,24.36,3.55,11.08,203,Poor,,,
2020,112.13,201.19,49.25,1.26,10.02,29.22,4.51,11.62,244,Poor,,,
2020,120.86,200.9,33.12,1.2,10.32,29.69,3.94,11.04,254,Poor,,,
2020,138.5,243.43,50.47,1.51,11.4,33.94,4.43,10.94,297,Poor,,,
2020,188.42,340.56,92.85,2.21,15.26,41,6.43,11.94,336,Very Poor,,,
2020,150.08,255.41,41.58,1.3,13.31,32.03,4.6,12.42,344,Very Poor,,,
2020,118.57,205.43,33.37,1.18,12.08,33.75,3.98,11.84,277,Poor,,,
2020,150.15,253.82,64.24,1.51,14.21,34.75,5.78,12.12,307,Very Poor,,,
2020,149.67,238.17,30.62,1.16,14.39,35.72,4.36,11.53,315,Very Poor,,,
2020,151.43,247.62,35.28,1.29,14.64,36.29,4.35,12.28,310,Very Poor,,,
2020,174.4,292.44,56.93,1.61,14.83,31.92,5.16,12.71,328,Very Poor,,,
2020,176.57,306.12,83.94,1.89,14.37,37.22,6.65,13.14,347,Very Poor,,,
2020,172.12,295.05,38.78,1.29,16.24,37.86,4.71,15.48,343,Very Poor,,,
2020,95.72,179.78,15.54,0.95,16.49,36.8,3.09,18.48,279,Poor,,,
2020,73.84,172.28,12.35,0.82,13.53,43.62,2.43,17.3,186,Moderate,,,
2020,83.07,174.78,18.16,0.91,17.59,42.21,2.93,15.56,174,Moderate,,,
2020,132.63,237.81,42.02,1.38,19.61,40.01,3.77,16.04,254,Poor,,,
2020,158.69,282.84,61.48,1.61,18.85,38.6,5.83,15.98,323,Very Poor,,,
2020,125.53,238.91,39.22,1.39,23.01,42.7,4.14,15.78,292,Poor,,,
2020,138.46,286.39,87.96,2,20.13,44.29,6.39,17.55,300,Poor,,,
2020,98.84,223.69,10.13,0.99,14.91,55.32,2.88,19.47,253,Poor,,,
2020,53.11,85.49,8.84,0.83,10.45,39.58,2.03,17.01,170,Moderate,,,
2020,63.62,123.44,29.86,1.2,13.38,32.03,2.8,16.83,104,Moderate,,,
2020,105.71,182.2,41.97,1.26,14.3,35.15,3.51,19.12,221,Poor,,,
2020,70.59,145.05,29.23,1.02,15.94,33.36,2.29,18.87,169,Moderate,,,
2020,127.75,224.02,27.87,1.22,18.24,35.32,3.12,18.65,244,Poor,,,
2020,141.81,258.62,56.86,1.54,17.61,38.64,4.71,19.37,303,Very Poor,,,
2020,107.28,203.77,22.85,1.23,14.7,36.36,3.8,19.6,270,Poor,,,
2020,83.48,161.36,8.21,0.97,11.55,41.53,2.67,20.87,214,Poor,,,
2020,60.01,115.82,9.66,0.83,12.05,37.35,2.42,20.26,144,Moderate,,,
2020,42.83,91.88,20.57,0.97,12.19,39.84,2.18,21.37,105,Moderate,,,
2020,99.34,203.51,64.58,1.58,15.81,36.64,4.58,21.94,192,Moderate,,,
2020,86.26,188.73,50.52,1.22,15.48,32.39,3.98,21.31,226,Poor,,,
2020,82.9,193.79,40.18,1.1,16.22,41.77,3.57,21.28,200,Moderate,,,
2020,31.43,67.5,11.78,0.81,11.32,36.98,1.81,19.72,112,Moderate,,,
2020,21.32,38.5,12.55,0.87,10.42,33.52,1.47,17.19,82,Satisfactory,,,
2020,40.96,85.45,17.41,0.82,11.84,35.47,1.95,16.98,77,Satisfactory,,,
2020,72.1,140.22,45.65,1.11,12.61,34.59,3.51,17.81,156,Moderate,,,
2020,58.04,133.75,18.86,0.75,13.33,34.54,1.91,17.37,138,Moderate,,,
2020,84.35,160.91,14.46,0.84,17.21,47.66,2.35,18.74,186,Moderate,,,
2020,55.19,112.57,10.1,0.76,13.82,42.36,1.96,20.01,128,Moderate,,,
2020,56.92,155.18,21.91,0.94,13.68,34.27,2.25,20.54,125,Moderate,,,
2020,68.72,209.02,29.31,0.87,15.42,37.42,2.63,19.2,170,Moderate,,,
2020,39.41,85.26,14.67,0.76,11.59,29.17,1.99,17.05,131,Moderate,,,
2020,60.99,124.24,26.33,0.9,13.92,37.25,2.43,17.98,124,Moderate,,,
2020,61.61,144.37,21.37,0.89,14.8,38.38,2.29,19.58,148,Moderate,,,
2020,69.7,160.15,26.05,1,15.06,40.59,2.65,20.37,164,Moderate,,,
2020,68.93,162.56,29.29,1.07,14.93,41.73,3.05,21.53,162,Moderate,,,
2020,90.62,195.15,37.81,1.14,17.66,43.16,3.37,22.95,191,Moderate,,,
2020,90.31,200.79,30.21,1.24,19.71,48.23,3.76,23.99,209,Poor,,,
2020,82.39,184.81,31.58,1.18,18.55,43.19,3.35,24.87,205,Poor,,,
2020,78.61,134.46,14.49,0.92,16.63,47.67,2.86,24.15,198,Moderate,,,
2020,54.26,100.55,11.75,0.78,15.17,46.48,1.96,23.48,127,Moderate,,,
2020,55.85,103.62,12.3,0.81,15.81,38.23,2.53,23.68,124,Moderate,,,
2020,37.87,68.03,13.09,0.68,11.49,32.11,1.67,25.58,92,Satisfactory,,,
2020,45.69,75.81,9.02,0.58,12.82,30.59,1.38,24.4,93,Satisfactory,,,
2020,26.89,45.48,8.34,0.53,11.04,27.38,1.11,22.89,76,Satisfactory,,,
2020,21.23,34.15,9.87,0.54,10.28,25.06,1.07,23.07,51,Good,,,
2020,27.59,55.75,8.74,0.52,10.39,35.75,0.97,23.23,64,Good,,,
2020,35.08,64.66,8.29,0.58,12.47,40.26,1.08,22.72,74,Good,,,
2020,35.31,67.01,9.36,0.56,12.33,40.96,1.06,23.44,81,Good,,,
2020,32.88,65.84,10.4,0.62,13,35.06,1.12,25.58,80,Satisfactory,,,
2020,28.51,61.06,9.91,0.6,10.84,39.47,0.91,24.53,78,Satisfactory,,,
2020,31.36,62.69,9.29,0.61,11.99,46.82,1.13,23.33,84,Satisfactory,,,
